question,reference_answer,answer,score,dataset,dataset_num,normalized_score,before,score_bin
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,memenuhi protein tubuh membuat energi didalam tubuh daya tahan tubuh dan vitamin untuk tubuh,30,analisis_essay,analisis_essay-2,0.3,memenuhi protein tubuh membuat energi didalam tubuh daya tahan tubuh dan vitamin untuk tubuh,20-29
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan solo campos racing menjajal mobil f1 milik marussia f1 team sebanyak 79 lap ada sebuah uji coba pebalap muda f1 di sirkuit silverstone inggris hasil itu membawa rio menjadi orang indonesia pertama yang memenuhi syarat untuk mendapatkan fia superlisence,80,analisis_essay,analisis_essay-13,0.8,haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan solo campos racing menjajal mobil f1 milik marussia f1 team sebanyak 79 lap ada sebuah uji coba pebalap muda f1 di sirkuit silverstone inggris hasil itu membawa rio menjadi orang indonesia pertama yang memenuhi syarat untuk mendapatkan fia superlisence,70-79
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,penyerahan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya unsur negara agar diakui adalah 1 penduduk 2 terbatas 3 pemimpin yang berdaulat 4 komitmen berhubungan dengan negara lain 5 penerimaan,78,analisis_essay,analisis_essay-29,0.78,pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya unsur negara agar diakui adalah 1 rakyat 2 wilayah yang permanen 3 penguasa yang berdaulat 4 kesanggupan berhubungan dengan negara lain 5 pengakuan,70-79
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,Kue donat eclair froyo gingerbread honeycomb es krim sandwich jelly bean kitkat,86,analisis_essay,analisis_essay-38,0.86,donut eclair froyo gingerbread honeycomb ice cream sandwitch jelly bean kitkat,80-89
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,Pastikan bahwa kolam renang umum tersebut mempunyai **garanansi** kualitas maksudnya kolam renang umum tersebut memiliki jadwal perawatan yang baik serta kualitas fasilitas yang begitu **ditekankan** baik didalam maupun di luar kolam renang kolam renang yang berkwalitas pastinya akan selalu menjaga kualitas air kolam agar tetap bersih dan aman bagi pengunjung memperhatikan keadaan keramik kolam renang sehingga **tidak** ada yang pecah dan membahayakan pengunjung tidak licin dan sebagainya tentang jaminan kualitas dan perawatan pastikan bahwa kolam ranang umum tersebut memiliki beberapa pilihan kolam renang sehingga para pengunjung dapat memilih yang paling tepat untuk anak anak dewasa dan juga remaja tambahan fasilitas seperti seluncur ban pelampung dan berbagai faslitas menyenangkan lainnya dapay menjadi pertimbangan untuk memilih kolam renang umum tersebut sebagai tujuan wisata liburan agar keluarga anda dapat merasakan hiburan disana restauran dan cafetaria juga bisa menjadi salah satu faktor penentu apakah sebuah objek wisata akan dipilih dan dikunjungi banyak orang atau tidak,47,analisis_essay,analisis_essay-18,0.47,pastikan bahwa kolam renang umum tersebut mempunyai jaminan kualitas maksudnya kolam renan umum tersebut memiliki jadwal perawatan yang baik serta kualitas fasilitas yang begitu diperhatikan baik didalam maupun di luar kolam renang kolam renang yang berkwalitas pastinya akan selalu menjaga kualitas air kolam agar tetap bersih dan aman bagi pengunjung memperhatikan keadaan keramik kolam renang sehingga idak ada yang pecah dan membahayakan pengunjung tidak licin dan sebagainya tentang jaminan kualitas dan perawatan pastikan bahwa kolam ranang umum tersebut memiliki beberapa pilihan kolam renang sehingga para pengunjung dapat memilih yang paling tepat untuk anak anak dewasa dan juga remaja tambahan fasilitas seperti seluncur ban pelampung dan berbagai faslitas menyenangkan lainnya dapay menjadi pertimbangan untuk memilih kolam renang umum tersebut sebagai tujuan wisata libuan agar keluarga anda dapat merasakan hiburan disana restauran dan cafetaria juga bisa menjadi salah satu faktor penentu apakah sebuah objek wisata akan dipilih dan dikunjungi banyak orang atau tidak,40-49
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,1 untuk memelihara tubuh 2 supaya terlindung dari beragam penyakit 3 menjaganya tetap prima 4 menjadikan otot lebih kokoh,51,analisis_essay,analisis_essay-11,0.51,1 untuk menyehatkan badan 2 supaya terhindar dari berbagai macam penyakit 3 membuat badan tetap bugar 4 membuat otot lebih kuat,50-59
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup dengan memperhatikan aspek kesehatan,10,analisis_essay,analisis_essay-6,0.1,gaya hidup dengan mempertimbangkan aspek kesehatan,0-9
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah masyarakat yang memaknai kehidupannya dalam beradab membangun mengelola mengembang kehidupannya,27,analisis_essay,analisis_essay-26,0.27,masyarakat madani adalah masyarakat yang memaknai kehidupannya dalam beradab membangun mengelola mengembang kehidupannya,20-29
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,Kerajaan Majapahit adalah sebuah negara yang berpusat di Jawa Timur Indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kekaisaran besar yang menguasai wilayah yang luas di nusantara pada masa pemerintahan Hayam Wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan Majapahit adalah kerajaan Hindu Buddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah Indonesia menurut negarakertagama kekuasaannya terbentang di Jawa Sumatra Semenanjung Malaya Kalimantan hingga Indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan,80,analisis_essay,analisis_essay-23,0.8,majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindu buddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan,70-79
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan yang disiapkan oleh ibu,8,analisis_essay,analisis_essay-9,0.08,makanan yang dimasak oleh mama,0-9
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea adalah bentuk persatuan ekonomi Asean dalam artian adanya sistem perdagangan terbuka antar negara Asean Indonesia dan sembilan negara anggota Asean lainnya telah menyepakati perjanjian kawasan ekonomi Asean mea atau asean economic community aec,72,analisis_essay,analisis_essay-28,0.72,mea adalah bentuk integrasi ekonomi asean dalam artian adanya system perdagaangan bebas antara negara negara asean indonesia dan sembilan negara anggota asean lainnya telah menyepakati perjanjian masyarakat ekonomi asean mea atau asean economic community aec,70-79
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,1 bebas dari sampah 2 kadar kaporit yang digunakan 3 mempunyai alat filter 4 mengecek kebersihan kamar mandi 5 hindari kolam yang ramai pengunjung,49,analisis_essay,analisis_essay-18,0.49,1 bebas dari sampah 2 kadar kaporit yang digunakan 3 mempunyai alat filter 4 mengecek kebersihan kamar mandi 5 hindari kolam yang ramai pengunjung,40-49
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia thailand singapura malaysia brunai darusalam filipina vietnam laos myanmar kamboja,95,analisis_essay,analisis_essay-30,0.95,indonesia thailand singapura malaysia brunai darusalam filipina vietnam laos myanmar kamboja,90-99
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban hukum pidana adalah serangkaian norma hukum tertulis yang mengatur tentang tindakan tindakan yang dilarang atau tidak boleh dilakukan,68,analisis_essay,analisis_essay-27,0.68,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan,60-69
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,1 striker 2 keeper 3 defend 4 sayap kanan dan kiri,27,analisis_essay,analisis_essay-17,0.27,1 striker 2 keeper 3 defend 4 sayap kanan dan kiri,20-29
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,bisnis dapat terstruktur dengan lebih baik lebih mudah mengelolanya,19,analisis_essay,analisis_essay-32,0.19,bisnis dapat terstruktur dengan lebih baik lebih mudah mengelolanya,10-19
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,meningkatkan vitalitas membantu meningkatkan daya ingat meningkatkan ketahanan tubuh membantu menyingkirkan penyakit jiwa dan raga,12,analisis_essay,analisis_essay-2,0.12,menambah energi membantu meningkatkan daya ingat meningkatkan daya tahan tubuh membantu mengusir penyakit jiwa dan raga,10-19
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,menyehatkan tubuh memperkuat otot otot menjernihkan pikiran terhindar dari berbagai penyakit membentuk metabolisme tubuh,47,analisis_essay,analisis_essay-11,0.47,menyehatkan tubuh memperkuat otot otot menjernihkan pikiran terhindar dari berbagai penyakit membentuk metabolisme tubuh,40-49
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi merupakan negara yang menjunjung tinggi suatu keputusan dengan **kehendak** suara terbanyak **partisipasi** peranan rakyat adalah memberikan suara sebagai dasar untuk mengambil suatu keputusan berdasarkan suara terbanyak,47,analisis_essay,analisis_essay-25,0.47,negara demokrasi merupakan negara yang menjujung tinggi suatu keputusan dengan dasra suara terbanyak peranan rakyat adalah memberikan suara sebagai dasar untuk mengambil suatu keputusan berdasarkan suara terbanyak,40-49
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,kue 1 6 puding 2 0 2 1 yogurt 2 2 2 2 3 biskuit 2 3 2 3 7 madu 3 0 3 2 6 es krim sandwich 4 0 4 0 4 jelly bean 4 1 4 3 kitkat 4 4,67,analisis_essay,analisis_essay-38,0.67,donut 1 6 eclair 2 0 2 1 froyo 2 2 2 2 3 gingerbread 2 3 2 3 7 honeycomb 3 0 3 2 6 ice cream sandwich 4 0 4 0 4 jelly bean 4 1 4 3 kitkat 4 4,60-69
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,mencegah ketombe,0,analisis_essay,analisis_essay-2,0.0,mencegah ketombe,0-9
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata merupakan hukum yang mengatur tentang antar individu dengan individu yang lain hukum pidana merupakan hukum yang mengatur tentang peraturan yang boleh dilakukan oleh masyarakat pada umumnya,72,analisis_essay,analisis_essay-27,0.72,hukum perdata merupakan hukum yang mengatur tentang antara individu dengan individu yang lain hukum pidana merupakan hukum yang mengatur tentang peraturan yang boleh dilakukan oleh masyarakat pada umumnya,70-79
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,Filipina Indonesia Malaysia Singapura Thailand Brunei Darussalam Vietnam Laos Myanmar Kamboja,97,analisis_essay,analisis_essay-30,0.97,filipina indonesia malaysia singapura thailand brunei darussalam vietnam laos myanmar kamboja,90-99
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani dalam bahasa inggris civil society dapat diartikan sebagai suatu masyarakat yang berbudi dalam membangun menjalani dan mamaknai kehidupannya 1 kata madani sendiri berasal dari bahasa inggris yang artinya civil atau civilized beradab 1 istilah masyarakat madani adalah terjemahan dari civil atau civilized society yang berarti masyarakat yang berperadaban 1 untuk pertama kali istilah masyarakat madani dimunculkan oleh anwar ibrahim mantan wakil perdana menteri malaysia 2 menurut anwar ibrahim masyarakat madani merupakan sistem sosial yang subur berdasarkan prinsip moral yang menjamin keseimbangan antara kebebasan individu dengan kestabilan masyarakat 2 inisiatif dari individu dan masyarakat akan berupa pemikiran seni pelaksanaan pemerintah yang berdasarkan undang undang dan bukan nafsu atau keinginan individu 2 dawam rahardjo mendefinisikan masyarakat madani sebagai proses penciptaan peradaban yang mengacu kepada nilai nilai kebijakan bersama 2 dawam menjelaskan dasar utama dari masyarakat madani adalah persatuan dan integrasi sosial yang didasarkan pada suatu pedoman hidup menghindarkan diri dari konflik dan permusuhan yang menyebabkan perpecahan dan hidup dalam suatu persaudaraan 2 masyarakat madani pada prinsipnya memiliki multimakna yaitu masyarakat yang demokratis menjunjung tinggi etika dan moralitas transparan toleransi berpotensi aspiratif bermotivasi berpartisipasi konsisten memiliki bandingan mampu berkoordinasi sederhana sinkron integral mengakui emansipasi dan hak asasi namun yang paling dominan adalah masyarakat yang demokratis 3 masyarakat madani adalah kelembagaan sosial yang akan melindungi warga negara dari perwujudan kekuasaan negara yang berlebihan 4 bahkan masyarakat madani tiang utama kehidupan politik yang demokratis 4 sebab masyarakat madani tidak saja melindungi warga negara dalam berhadapan dengan negara tetapi juga merumuskan dan menyuarakan aspirasi masyarakat,68,analisis_essay,analisis_essay-26,0.68,masyarakat madani dalam bahasa inggris civil society dapat diartikan sebagai suatu masyarakat yang beradab dalam membangun menjalani dan mamaknai kehidupannya 1 kata madani sendiri berasal dari bahasa inggris yang artinya civil atau civilized beradab 1 istilah masyarakat madani adalah terjemahan dari civil atau civilized society yang berarti masyarakat yang berperadaban 1 untuk pertama kali istilah masyarakat madani dimunculkan oleh anwar ibrahim mantan wakil perdana menteri malaysia 2 menurut anwar ibrahim masyarakat madani merupakan sistem sosial yang subur berdasarkan prinsip moral yang menjamin keseimbangan antara kebebasan individu dengan kestabilan masyarakat 2 inisiatif dari individu dan masyarakat akan berupa pemikiran seni pelaksanaan pemerintah yang berdasarkan undang undang dan bukan nafsu atau keinginan individu 2 dawam rahardjo mendefinisikan masyarakat madani sebagai proses penciptaan peradaban yang mengacu kepada nilai nilai kebijakan bersama 2 dawam menjelaskan dasar utama dari masyarakat madani adalah persatuan dan integrasi sosial yang didasarkan pada suatu pedoman hidup menghindarkan diri dari konflik dan permusuhan yang menyebabkan perpecahan dan hidup dalam suatu persaudaraan 2 masyarakat madani pada prinsipnya memiliki multimakna yaitu masyarakat yang demokratis menjunjung tinggi etika dan moralitas transparan toleransi berpotensi aspiratif bermotivasi berpartisipasi konsisten memiliki bandingan mampu berkoordinasi sederhana sinkron integral mengakui emansipasi dan hak asasi namun yang paling dominan adalah masyarakat yang demokratis 3 masyarakat madani adalah kelembagaan sosial yang akan melindungi warga negara dari perwujudan kekuasaan negara yang berlebihan 4 bahkan masyarakat madani tiang utama kehidupan politik yang demokratis 4 sebab masyarakat madani tidak saja melindungi warga negara dalam berhadapan dengan negara tetapi juga merumuskan dan menyuarakan aspirasi masyarakat,60-69
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,block blocking adalah upaya untuk membendung serangan dari lawan untuk dapat melakukan block secara rapi dan berhasil diperlukan latihan yang banyak dan adanya kemampuan yang keras,47,analisis_essay,analisis_essay-14,0.47,block blocking adalah upaya untuk membendung serangan dari lawan untuk dapat melakukan block secara rapi dan berhasil diperlukan latihan yang banyak dan adanya kemampuan yang keras,40-49
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,kue 1 6 kue tart 2 0 2 1 es krim 2 2 2 2 kue jahe 2 3 2 3 kue sarang madu 3 0 3 2 6 es krim sandwich 4 0 4 0 4 jelly bean 4 1 4 3 kitkat 4 4,67,analisis_essay,analisis_essay-38,0.67,donut 1 6 eclair 2 0 2 1 froyo 2 2 2 2 3 gingerbread 2 3 2 3 7 honeycomb 3 0 3 2 6 ice cream sandwich 4 0 4 0 4 jelly bean 4 1 4 3 kitkat 4 4,60-69
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,selalu mengawasi keberadaan anak dengan menjalin komunikasi,10,analisis_essay,analisis_essay-8,0.1,selalu memantau dimana pun anak berada dengan berkomunikasi,0-9
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,Kue kering donat pastel yogurt jahe sarang lebah es krim sandwich jelly bean kitkat lolipop,91,analisis_essay,analisis_essay-38,0.91,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat lolipop,90-99
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,bangunan candi borobudur yang terkenal sebagai warisan sejarah dan zaman dahulu bersama dengan lingkungannya yang merupakan tempat atau wilayah yang terpetakan berhubungan dengan makna sejarah dan keaslian candi borobudur yang berada di desa borobudur kecamatan borobudur kabupaten magelang propinsi jawa tengah,32,analisis_essay,analisis_essay-7,0.32,candi borobudur yang dikenal sebagai peninggalan sejarah dan purbakala beserta lingkungannya yang merupakan situs atau areal yang dapat diduga berkaitan dengan nilai sejarah dan kepurbakalaan candi borobudur yang terletak di desa borobudur kecamatan borobudur kabupaten magelang propinsi jawa tengah,30-39
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras adalah komponen komputer semua yang dapat kita sentuh dan dapat kita amati secara fisik dalam komputer itu perangkat keras mulai monitor mouse keyboard motherboard vga ram processor dll,62,analisis_essay,analisis_essay-33,0.62,hardware adalah perangkat keras komputer semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer itu hardware mulai monitor mouse keyboard motherboard vga ram processor dll,60-69
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,sebuah kerajaan kuno di indonesia yg pernah berdiri dari sekitar abad ke 13 kerajaan ini mencapai puncak kejayaan pada masa kekuasaan hayam wuruk majapahit menguasai kerajaan kerajaan lain di semenanjung malaya borneo sumatra bali dan filipina kerajaan majapahit adalah kerajaan hindu buddha terakhir yg menguasai semenanjung malaya dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia,68,analisis_essay,analisis_essay-23,0.68,sebuah kerajaan kuno di indonesia yg pernah berdiri dari sekitar abad ke 13 kerajaan ini mencapai puncak kejayaan pada masa kekuasaan hayam wuruk majapahit menguasai kerajaan kerajaan lain di semenanjung malaya borneo sumatra bali dan filipina kerajaan majapahit adalah kerajaan hindu buddha terakhir yg menguasai semenanjung malaya dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia,60-69
